lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,previous_stays,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,average_daily_rate,total_of_special_requests
12,1,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,169,1
7,0,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,4,1
8,0,1,1,0,0,BB,Direct,2,A,0,No Deposit,0,35,1
0,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,40,1
2,2,5,2,0,0,BB,Direct,0,E,1,No Deposit,0,122.86,1
0,0,1,2,0,0,BB,Direct,0,A,1,No Deposit,0,70,0
69,0,4,2,0,0,BB,Direct,1,E,0,No Deposit,0,136,2
87,2,3,2,0,0,BB,Direct,2,E,1,No Deposit,0,80.8,2
0,0,3,2,0,0,BB,Direct,0,E,3,No Deposit,0,184.67,0
1,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,36,1
0,0,1,1,0,0,BB,Online TA,1,A,0,No Deposit,0,25,1
2,0,2,1,0,0,BB,Online TA,2,A,0,No Deposit,0,25,1
0,1,1,2,0,0,BB,Direct,0,G,1,No Deposit,0,167.5,0
0,0,1,2,0,0,BB,Direct,1,G,0,No Deposit,0,200,1
5,2,0,2,1,0,BB,Direct,2,A,0,No Deposit,0,130,2
1,0,1,2,0,0,BB,Direct,3,G,0,No Deposit,0,99,2
0,0,1,2,0,0,BB,Direct,4,A,0,No Deposit,0,58,2
13,1,1,2,2,0,BB,Direct,5,G,0,No Deposit,0,87,0
1,2,3,3,0,0,BB,Direct,1,A,0,No Deposit,0,209,0
91,4,9,1,0,0,BB,Direct,1,E,1,No Deposit,0,46.5,1
113,4,6,1,0,0,BB,Direct,2,A,3,No Deposit,0,66,1
122,4,7,1,0,0,BB,Direct,3,E,3,No Deposit,0,48.8,3
162,4,6,1,0,0,BB,Direct,4,D,2,No Deposit,0,69.3,1
2,0,1,1,0,0,BB,Direct,29,A,0,No Deposit,0,45,0
9,2,8,1,0,0,BB,Direct,1,E,0,No Deposit,0,95,3
6,0,1,1,0,0,BB,Online TA,1,A,0,No Deposit,0,72,1
5,0,1,1,0,0,BB,Online TA,2,A,0,No Deposit,0,4,1
3,0,1,1,0,0,BB,Online TA,3,D,0,No Deposit,0,75,1
3,0,1,1,0,0,BB,Online TA,4,A,1,No Deposit,0,50,2
7,0,1,1,0,0,BB,Online TA,5,A,0,No Deposit,0,43,1
113,18,42,1,0,0,HB,Direct,0,E,0,No Deposit,0,110.5,3
126,19,50,1,0,0,HB,Direct,1,E,2,No Deposit,0,110,3
74,9,21,1,0,0,HB,Direct,2,E,0,No Deposit,0,115,3
0,0,2,1,0,0,BB,Direct,2,A,0,No Deposit,0,47.7,0
0,1,2,1,0,0,BB,Direct,5,A,0,No Deposit,0,43,1
0,0,2,1,0,0,BB,Direct,1,A,0,No Deposit,0,39,0
0,1,2,1,0,0,BB,Direct,2,A,0,No Deposit,0,43,1
0,0,1,2,0,0,BB,Direct,0,D,0,No Deposit,0,131.4,0
7,1,2,2,0,0,HB,Online TA,1,E,1,No Deposit,0,78.42,1
64,2,5,2,0,0,HB,Online TA,1,D,1,No Deposit,0,79.8,3
0,0,1,1,0,0,BB,Direct,2,A,1,No Deposit,0,0,0
0,2,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,76,0
0,1,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,61,1
0,0,3,1,0,0,BB,Direct,2,A,1,No Deposit,0,45,1
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,0
87,1,3,2,0,0,HB,Online TA,0,E,0,No Deposit,0,145.75,2
0,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,34.4,1
20,2,0,2,0,0,HB,Online TA,0,A,0,No Deposit,0,161,0
6,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,37,0
2,0,0,1,0,0,BB,Online TA,1,A,0,No Deposit,0,0,0
52,3,7,2,0,0,BB,Direct,0,D,1,No Deposit,0,113,0
67,4,7,2,0,0,HB,Direct,1,F,4,No Deposit,0,214.92,1
11,5,10,2,0,0,BB,Direct,0,A,2,No Deposit,0,4,0
0,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,34.4,0
1,0,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,67,0
15,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,43.2,0
6,2,1,2,0,0,BB,Online TA,1,A,0,No Deposit,0,48,2
1,1,1,2,0,0,BB,Direct,2,A,0,No Deposit,0,48,3
6,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,70,1
1,0,1,1,0,0,BB,Online TA,1,D,0,No Deposit,0,85,1
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,38,0
91,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,107,2
119,0,2,2,0,0,BB,Online TA,1,E,0,No Deposit,0,164,2
137,0,2,2,0,0,BB,Online TA,2,E,0,No Deposit,0,184.5,2
158,0,2,2,0,0,BB,Online TA,3,E,0,No Deposit,0,212,2
124,0,2,2,0,0,BB,Online TA,4,E,1,No Deposit,0,224,3
122,0,2,2,0,0,BB,Online TA,5,D,0,No Deposit,0,253,4
152,0,2,2,0,0,BB,Online TA,6,E,0,No Deposit,0,254,4
88,2,5,2,1,0,HB,Online TA,1,E,0,No Deposit,0,236.5,3
19,1,4,2,1,0,HB,Online TA,2,E,2,No Deposit,0,111.5,3
141,2,5,2,1,0,HB,Online TA,3,E,1,No Deposit,0,187,2
19,2,4,2,1,0,HB,Direct,4,A,0,No Deposit,0,122.5,3
65,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,131,1
167,2,5,2,0,0,BB,Online TA,1,A,0,No Deposit,0,148.14,1
1,0,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,30,0
29,1,3,2,0,0,BB,Online TA,0,G,1,No Deposit,0,208,1
1,1,2,2,0,0,BB,Direct,0,G,2,No Deposit,0,146,1
305,3,6,1,0,0,BB,Direct,0,E,0,No Deposit,0,64,1
127,3,5,2,0,0,BB,Direct,1,E,2,No Deposit,0,61,1
303,3,6,1,0,0,BB,Direct,2,E,0,No Deposit,0,71,1
7,0,1,2,0,0,BB,Direct,1,A,2,No Deposit,0,65,0
2,0,1,3,0,0,BB,Direct,1,A,0,No Deposit,0,107.25,2
64,2,6,2,0,0,BB,Direct,0,E,2,No Deposit,0,39.5,1
0,0,1,2,0,0,BB,Direct,2,A,0,No Deposit,0,86.5,0
5,1,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,45,1
25,2,1,2,0,0,BB,Direct,1,A,4,No Deposit,0,44,2
0,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,58,0
1,0,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,65,1
112,2,5,2,0,0,HB,Direct,1,D,0,No Deposit,0,73,1
2,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,75,0
0,0,1,2,0,0,BB,Direct,0,A,1,No Deposit,0,40,0
5,1,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43.2,0
2,2,1,2,0,0,BB,Direct,3,D,0,No Deposit,0,182.6,0
20,0,2,2,0,0,BB,Direct,4,F,1,No Deposit,0,129.3,0
35,0,2,2,0,0,BB,Direct,6,F,0,No Deposit,0,124,0
0,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43.2,0
0,1,1,2,0,0,BB,Direct,0,E,3,No Deposit,0,64,0
76,4,9,3,0,0,BB,Direct,0,G,0,No Deposit,0,195.6,0
104,4,10,2,0,0,BB,Direct,1,E,0,No Deposit,0,188.14,1
103,4,10,2,0,0,BB,Direct,2,E,0,No Deposit,0,205.03,1
0,0,1,1,0,0,BB,Direct,7,A,0,No Deposit,0,43,0
1,0,1,2,0,0,BB,Direct,8,A,0,No Deposit,0,60,0
0,0,1,1,0,0,BB,Direct,9,A,0,No Deposit,0,60,0
80,2,2,2,0,0,FB,Direct,0,F,1,No Deposit,0,195,0
167,3,10,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,2
164,4,9,2,0,0,BB,Online TA,1,A,0,No Deposit,0,178.15,2
172,4,9,2,0,0,BB,Online TA,2,D,0,No Deposit,0,212.31,4
61,1,5,2,0,0,BB,Direct,1,E,2,No Deposit,0,62.5,1
83,2,4,2,0,0,BB,Direct,2,A,0,No Deposit,0,55.3,1
66,2,3,2,0,0,BB,Direct,3,E,0,No Deposit,0,66,3
2,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,38,0
2,0,1,1,0,0,BB,Direct,2,A,1,No Deposit,0,70,0
6,0,1,1,0,0,BB,Online TA,1,A,0,No Deposit,0,47,1
0,1,0,1,0,0,BB,Online TA,2,A,0,No Deposit,0,40,1
5,0,1,2,0,0,BB,Online TA,3,A,0,No Deposit,0,48,1
58,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,27.54,1
6,0,2,1,0,0,BB,Online TA,1,A,0,No Deposit,0,39,2
6,0,1,1,0,0,BB,Online TA,2,A,0,No Deposit,0,40,1
5,0,1,1,0,0,BB,Online TA,3,A,0,No Deposit,0,43,1
32,2,4,2,0,0,BB,Direct,0,F,0,No Deposit,0,129,0
118,2,5,2,0,0,BB,Direct,1,F,0,No Deposit,0,187.5,1
120,2,6,2,0,0,BB,Direct,2,D,1,No Deposit,0,144,1
1,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
1,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,35.11,0
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,54,0
0,0,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,38,0
1,0,1,2,0,0,BB,Direct,1,D,0,No Deposit,0,8,0
76,0,2,2,0,0,HB,Online TA,1,A,0,No Deposit,0,26,1
150,0,2,2,0,0,HB,Online TA,2,A,2,No Deposit,0,64.8,1
1,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,44.8,0
46,4,9,1,0,0,FB,Direct,0,E,1,No Deposit,0,124.38,2
4,2,6,1,0,0,FB,Direct,1,A,1,No Deposit,0,55,2
1,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,40,0
0,0,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,70,0
2,0,1,1,0,0,BB,Online TA,2,A,0,No Deposit,0,43,1
0,0,1,1,0,0,BB,Direct,2,A,0,No Deposit,0,40,0
0,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,36,1
2,0,2,1,0,0,BB,Direct,1,A,0,No Deposit,0,39,0
1,0,1,2,0,0,BB,Direct,2,A,0,No Deposit,0,40,0
1,0,1,1,0,0,BB,Direct,3,A,0,No Deposit,0,63,0
2,0,1,1,0,0,BB,Direct,4,A,0,No Deposit,0,75,0
3,0,1,1,0,0,BB,Direct,5,A,0,No Deposit,0,35,0
1,0,1,1,0,0,BB,Direct,6,E,0,No Deposit,0,110,0
224,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,134,0
197,2,3,2,0,0,BB,Online TA,1,D,0,No Deposit,0,172,2
151,2,8,2,0,0,HB,Direct,0,A,2,No Deposit,0,147,1
88,2,5,2,0,0,HB,Direct,1,A,1,No Deposit,0,157,1
1,2,2,2,0,0,HB,Direct,2,F,2,No Deposit,0,169.5,0
17,1,3,1,0,0,BB,Direct,0,D,0,No Deposit,0,45,1
29,1,4,2,0,0,BB,Direct,1,D,0,No Deposit,0,61,1
37,2,1,1,0,0,BB,Direct,4,A,0,No Deposit,0,40,0
16,2,1,1,0,0,BB,Direct,5,A,1,No Deposit,0,70,0
37,2,0,1,0,0,BB,Direct,6,A,3,No Deposit,0,65,0
24,1,1,1,0,0,BB,Direct,7,A,1,No Deposit,0,34.5,0
13,1,0,2,0,0,BB,Direct,8,E,1,No Deposit,0,60,1
10,1,0,1,0,0,BB,Direct,9,E,0,No Deposit,0,57,1
230,4,10,2,1,0,BB,Online TA,0,E,2,No Deposit,0,169.93,1
75,2,5,3,0,0,BB,Direct,0,D,2,No Deposit,0,175,0
44,1,2,2,0,0,HB,Direct,0,E,1,No Deposit,0,192,1
72,1,2,2,0,0,HB,Direct,1,G,1,No Deposit,0,203.4,1
4,0,4,2,0,0,BB,Direct,2,A,0,No Deposit,0,87.5,0
2,0,1,2,0,0,BB,Direct,3,A,0,No Deposit,0,107.1,0
5,2,5,2,0,0,BB,Direct,4,F,0,No Deposit,0,130.34,0
2,2,1,2,0,0,BB,Direct,5,A,0,No Deposit,0,81,1
3,1,3,2,0,0,BB,Direct,6,A,0,No Deposit,0,97.85,1
12,1,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
8,1,1,2,0,0,BB,Online TA,1,A,0,No Deposit,0,60,2
17,1,1,2,1,0,BB,Direct,0,D,3,No Deposit,0,53.63,1
0,0,1,1,0,0,BB,Direct,0,A,1,No Deposit,0,80,0
4,0,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,38,0
10,1,3,2,0,0,BB,Direct,0,A,1,No Deposit,0,42,0
5,2,3,2,0,0,BB,Direct,1,A,0,No Deposit,0,44,0
3,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,48,0
0,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,39,1
16,0,4,2,0,0,BB,Online TA,0,D,0,No Deposit,0,67,2
8,0,2,1,0,0,BB,Online TA,1,A,0,No Deposit,0,66,2
30,1,5,1,0,0,BB,Direct,0,A,0,No Deposit,0,29.3,1
12,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,44,0
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
20,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
21,2,3,3,0,0,BB,Direct,0,D,1,No Deposit,0,222.2,1
9,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,115,1
5,0,1,2,0,0,BB,Online TA,1,A,0,No Deposit,0,60,1
23,0,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,68,2
0,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,39,1
0,0,1,1,0,0,BB,Online TA,1,A,0,No Deposit,0,43,1
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,40,0
3,1,1,2,0,0,BB,Direct,0,D,0,No Deposit,0,56,0
72,2,1,2,1,0,Undefined,Direct,1,D,1,No Deposit,0,39.67,1
0,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,45.6,1
0,1,1,1,0,0,BB,Online TA,1,A,0,No Deposit,0,61.6,1
1,0,2,1,0,0,BB,Online TA,2,A,0,No Deposit,0,75,2
3,1,1,1,0,0,BB,Online TA,0,D,0,No Deposit,0,72,0
0,1,0,2,0,0,BB,Direct,0,E,0,No Deposit,0,65,0
45,2,1,2,0,0,BB,Online TA,0,E,1,No Deposit,0,75,3
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,40,0
39,2,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,35,0
22,0,1,2,0,0,BB,Direct,4,D,0,No Deposit,0,87,0
1,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,79,0
5,0,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,118,0
1,0,1,1,0,0,BB,Direct,2,A,0,No Deposit,0,48,0
1,0,1,1,0,0,BB,Direct,3,A,0,No Deposit,0,50,0
4,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,42.3,0
43,2,4,2,0,0,BB,Direct,0,C,2,No Deposit,0,140.7,2
2,1,0,2,0,0,BB,Online TA,2,A,0,No Deposit,0,43,1
18,1,1,1,0,0,BB,Online TA,2,A,0,No Deposit,0,53,1
0,1,0,1,0,0,BB,Direct,2,A,0,No Deposit,0,40,1
49,2,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,214,0
51,0,2,1,0,0,BB,Online TA,5,A,0,No Deposit,0,29.6,0
117,2,5,2,0,0,HB,Online TA,0,E,0,No Deposit,0,241,2
1,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,125,0
137,2,5,2,0,0,HB,Direct,0,D,1,No Deposit,0,189,1
4,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,110,0
3,1,2,3,0,0,BB,Direct,0,A,0,No Deposit,0,154.3,2
3,1,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,127.3,1
7,0,1,1,0,0,BB,Online TA,0,A,1,No Deposit,0,35.1,0
10,0,1,2,0,0,BB,Direct,0,A,0,Non Refund,0,38,0
101,2,1,2,2,0,HB,Online TA,0,G,0,No Deposit,0,130,0
297,4,5,2,0,0,HB,Direct,0,D,1,No Deposit,0,170.95,0
106,2,5,3,0,0,HB,Online TA,0,D,0,No Deposit,0,225.6,0
236,3,5,2,1,0,BB,Direct,1,A,2,No Deposit,0,113.63,1
1,2,1,2,1,0,HB,Direct,0,A,1,No Deposit,0,140,0
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,55,0
187,2,5,2,0,0,HB,Online TA,0,A,0,No Deposit,0,140,1
175,2,6,2,0,0,BB,Direct,0,E,0,No Deposit,0,159.5,0
58,2,5,2,0,0,BB,Direct,0,D,0,No Deposit,0,130,1
40,2,3,2,1,0,HB,Direct,0,F,2,No Deposit,0,174.8,1
176,0,4,2,0,0,BB,Direct,0,D,1,No Deposit,0,71.1,1
0,0,3,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,0
0,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,192.5,1
204,6,15,2,0,0,HB,Direct,0,D,0,No Deposit,0,102.86,1
0,1,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,96,0
8,2,5,2,0,0,BB,Direct,0,F,0,No Deposit,0,91,1
8,2,5,1,0,0,BB,Direct,0,A,0,No Deposit,0,51,0
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,40,0
0,0,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,38,0
1,0,1,1,0,0,BB,Direct,2,A,0,No Deposit,0,75,0
1,0,1,1,0,0,BB,Direct,3,A,0,No Deposit,0,95,0
0,0,1,1,0,0,BB,Direct,0,G,0,No Deposit,0,74,1
1,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,40,0
7,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,79,0
25,0,3,3,0,0,BB,Direct,0,F,1,No Deposit,0,335,2
0,0,0,2,0,0,BB,Direct,0,A,1,No Deposit,0,0,0
0,0,2,2,0,0,BB,Direct,1,A,0,No Deposit,0,60,0
4,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,49,0
6,0,2,1,0,0,BB,Direct,1,A,0,No Deposit,0,14,1
2,0,1,1,0,0,BB,Direct,2,A,0,No Deposit,0,35,1
6,1,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,70,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,45,1
0,1,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,45,0
1,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,42.4,0
11,0,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,58,1
13,2,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,58,0
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,39,0
23,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,140,1
2,0,1,1,0,0,BB,Online TA,1,A,0,No Deposit,0,4,1
1,0,1,1,0,0,BB,Online TA,2,A,0,No Deposit,0,40,1
1,0,1,2,0,0,BB,Online TA,3,A,0,No Deposit,0,48,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,40,0
0,1,0,2,0,0,BB,Direct,0,E,0,No Deposit,0,76.5,2
13,0,1,2,0,0,BB,Online TA,1,A,0,No Deposit,0,48,2
12,0,1,2,0,0,BB,Online TA,2,A,0,No Deposit,0,85,3
3,1,0,2,0,0,BB,Direct,2,A,0,No Deposit,0,85,3
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,35,0
0,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,39,0
0,1,1,1,0,0,BB,Online TA,1,A,1,No Deposit,0,30,0
0,0,2,1,0,0,BB,Direct,4,A,0,No Deposit,0,53,0
2,0,1,1,0,0,BB,Direct,10,A,0,No Deposit,0,60,1
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,40,0
0,0,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,38,0
0,0,1,1,0,0,BB,Direct,2,A,0,No Deposit,0,39,0
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,38,0
0,0,2,2,0,0,BB,Direct,0,G,0,No Deposit,0,84,0
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,38,0
1,0,2,2,0,0,BB,Direct,1,A,0,No Deposit,0,43,0
1,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,161,1
0,1,0,1,0,0,BB,Direct,1,A,0,No Deposit,0,53,0
0,1,0,1,0,0,BB,Direct,2,A,0,No Deposit,0,53,0
0,0,1,1,0,0,BB,Direct,3,A,0,No Deposit,0,40,0
4,1,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,55,0
0,0,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,58,0
0,0,1,2,0,0,BB,Direct,1,E,0,No Deposit,0,61,1
0,0,1,2,0,0,BB,Direct,2,A,0,No Deposit,0,55,1
0,0,1,2,0,0,BB,Direct,3,A,0,No Deposit,0,45,1
0,0,2,2,0,0,BB,Direct,4,F,0,No Deposit,0,82.35,1
1,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
0,0,2,1,0,0,BB,Direct,0,A,0,No Deposit,0,56,0
1,0,3,2,1,0,BB,Direct,0,D,1,No Deposit,0,75,1
29,1,3,2,0,0,BB,Direct,0,D,2,No Deposit,0,56,1
4,0,1,2,0,0,BB,Direct,1,A,0,No Deposit,0,45,1
0,1,0,2,0,0,BB,Direct,0,E,0,No Deposit,0,69,0
14,0,2,2,0,0,BB,Direct,0,A,1,No Deposit,0,80.1,0
2,0,2,2,0,0,BB,Direct,1,A,0,No Deposit,0,43,1
27,0,2,2,0,0,BB,Direct,2,A,1,No Deposit,0,88.29,1
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,41,0
0,0,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,40,0
4,1,2,1,0,0,BB,Direct,2,A,0,No Deposit,0,45,0
10,1,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,64,2
81,1,1,2,0,0,BB,Direct,0,D,0,No Deposit,0,202.5,1
66,1,2,2,0,2,BB,Direct,0,G,2,No Deposit,0,197.67,1
10,1,1,2,2,0,BB,Online TA,1,G,0,No Deposit,0,176,3
2,1,0,2,2,0,BB,Online TA,1,G,0,No Deposit,0,152,3
8,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,47.55,2
1,1,0,2,0,0,BB,Online TA,1,A,0,No Deposit,0,48,2
0,0,1,2,0,0,BB,Direct,2,A,0,No Deposit,0,48,2
1,0,1,2,0,0,BB,Direct,3,D,0,No Deposit,0,61.2,2
2,0,1,2,0,0,BB,Direct,4,D,0,No Deposit,0,68,2
0,0,1,2,0,0,BB,Direct,0,F,0,No Deposit,0,73,0
1,1,1,2,2,0,BB,Online TA,0,A,2,No Deposit,0,178.5,1
95,2,4,2,0,0,BB,Direct,0,D,0,No Deposit,0,70,0
181,3,6,3,0,0,HB,Direct,0,A,0,No Deposit,0,158.33,1
181,2,5,3,0,0,HB,Online TA,1,A,1,No Deposit,0,230.84,2
0,0,1,1,0,0,BB,Direct,0,I,0,No Deposit,0,82,0
0,0,1,2,0,0,BB,Direct,1,A,1,No Deposit,0,88,0
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,106.2,1
74,2,4,2,0,0,BB,Direct,0,F,1,No Deposit,0,225,2
50,2,2,2,0,0,HB,Online TA,0,D,0,No Deposit,0,119,1
166,2,6,2,0,0,BB,Online TA,0,A,0,No Deposit,0,72,1
1,1,2,2,0,0,HB,Direct,1,A,1,No Deposit,0,110,2
19,1,4,2,1,0,HB,Direct,2,D,3,No Deposit,0,245.5,3
133,3,5,2,0,0,BB,Direct,0,D,0,No Deposit,0,151.88,0
8,2,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,50,0
0,0,2,1,0,0,BB,Direct,0,D,0,No Deposit,0,75,0
6,0,3,1,0,0,BB,Direct,1,A,0,No Deposit,0,152.1,0
103,2,3,2,1,0,HB,Direct,0,A,0,No Deposit,0,112.7,2
22,0,3,2,0,0,HB,Direct,0,E,1,No Deposit,0,134.67,3
22,0,3,3,0,0,HB,Direct,0,E,1,No Deposit,0,180.67,5
39,0,2,2,0,0,HB,Direct,2,E,1,No Deposit,0,191,3
19,1,3,2,0,0,Undefined,Direct,0,F,0,No Deposit,0,288.1,3
139,2,3,2,0,0,HB,Online TA,0,D,0,No Deposit,0,175.4,1
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,46,0
37,0,1,2,0,0,BB,Direct,0,C,0,No Deposit,0,275.25,1
38,2,0,2,0,0,Undefined,Direct,0,F,0,No Deposit,0,367,0
1,2,3,2,0,0,HB,Online TA,0,A,1,No Deposit,0,66.4,0
3,2,2,2,0,0,HB,Direct,1,A,1,No Deposit,0,77,0
2,0,3,2,0,0,HB,Direct,2,E,1,No Deposit,0,153.67,0
147,1,4,2,0,1,HB,Direct,0,E,1,No Deposit,0,165,4
105,2,5,2,0,0,BB,Direct,0,A,0,No Deposit,0,239,1
25,2,6,2,0,0,BB,Direct,0,D,0,No Deposit,0,154,2
0,0,1,2,1,0,BB,Direct,0,A,1,No Deposit,0,180,0
4,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,61,0
10,0,4,2,2,0,BB,Online TA,0,C,1,No Deposit,0,216.5,1
155,2,2,2,1,0,HB,Direct,0,D,1,No Deposit,0,251,1
155,2,2,2,0,0,HB,Direct,0,D,1,No Deposit,0,225.5,1
159,3,10,2,0,0,BB,Direct,0,E,0,No Deposit,0,147.6,1
181,4,8,2,0,0,HB,Direct,1,E,0,No Deposit,0,232,2
250,4,10,2,0,0,BB,Direct,2,E,0,No Deposit,0,201.43,4
7,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,72.16,0
3,0,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,60,1
63,0,4,2,1,0,HB,Direct,0,A,0,No Deposit,0,142.5,1
184,4,6,2,0,0,BB,Direct,0,F,1,No Deposit,0,166,1
169,2,8,2,0,0,HB,Direct,0,D,1,No Deposit,0,126,0
2,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,70,0
2,0,1,1,0,0,BB,Online TA,2,E,0,No Deposit,0,72,0
7,1,0,1,0,0,BB,Online TA,3,A,0,No Deposit,0,34.4,0
7,1,0,1,0,0,BB,Online TA,4,A,0,No Deposit,0,34.4,1
6,1,1,1,0,0,BB,Online TA,5,A,0,No Deposit,0,34.4,0
2,0,1,1,0,0,BB,Online TA,6,A,0,No Deposit,0,60,0
8,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,62,0
6,1,0,1,0,0,BB,Direct,0,A,0,No Deposit,0,109,0
151,2,1,2,0,0,BB,Direct,0,E,1,No Deposit,0,160.4,1
17,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,100,1
48,0,3,2,0,0,BB,Direct,0,G,0,No Deposit,0,152.1,0
165,1,2,1,0,0,HB,Direct,1,E,1,No Deposit,0,55.53,1
152,7,15,2,0,0,HB,Direct,0,D,0,No Deposit,0,81.82,0
228,6,15,2,0,0,HB,Direct,1,D,0,No Deposit,0,88,1
